phage_id,split,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59
JF704091,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19314183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664248,0.23277138,0.0,0.0,0.0,0.105736524,0.20768905,0.0,0.0,0.3297152,0.0,0.0,0.14000662,0.3445129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54846394,0.26054263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19234651,0.0,0.0
JF704093,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08551196,0.2273213,0.011572123,0.0,0.0,0.0,0.0,0.0,0.0,0.20057654,0.0,0.1367825,0.0,0.0,0.0,0.0,0.0,0.0,0.14751048,0.20069204,0.0,0.0,0.0,0.17161918,0.0,0.0,0.0,0.0,0.07134306,0.0,0.0,0.16741578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11256296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704094,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12074235,0.16809344,0.0,0.0,0.0,0.22089788,0.0,0.0,0.0,0.30694854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283088,0.7629315,0.0,0.0,0.0,0.64150184,0.23751673,0.0,0.0,0.0,0.025356054,0.0,0.1716552,0.7350687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704096,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113430545,0.3018615,0.0,0.50462544,0.0,0.0,0.0,0.0,0.0,0.0,0.30024597,0.4580764,0.0,0.0,0.0,0.08105447,0.0,0.0,0.0,0.0,0.086972624,0.0,0.06544894,0.30684936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14987803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704097,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13203096,0.0,0.2873587,0.16607405,0.0,0.0,0.0,0.0,0.0,0.0,0.00446783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069360454,0.0,0.0,0.0,0.0,0.15998602,0.053451188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06629545,0.22590932,0.0,0.110452145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704098,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12042647,0.0,0.47680858,0.08118817,0.0,0.0,0.0,0.0,0.0,0.0,0.2041263,0.0,0.22563732,0.0,0.0,0.0,0.0,0.0,0.0,0.04275559,0.0,0.0,0.0,0.0,0.28778467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17248929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1519117,0.05867277,0.0,0.3157275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704099,train,0.0,0.0,0.0,0.0,0.0,0.0,0.68560857,0.0,0.0821149,0.71302813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40715647,0.0,0.89494795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071700945,0.0,0.0,0.0,0.14683586,0.0,0.0,0.0,0.0,0.0,0.0,0.41760755,0.057599008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704100,train,0.0,0.0,0.0,0.0,0.0,0.0,0.020901091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431417,0.0,0.0,0.421898,0.0,0.0,0.0,0.0,0.0,0.57659173,0.0,0.01068417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5223634,0.028923616,0.0,0.072957605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176692,0.0,0.0,0.0,0.0,0.0,0.3053705,0.0,0.18390773
JF704101,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11029649,0.0,0.54149526,0.07255548,0.0,0.0,0.0,0.0,0.0,0.0,0.1548233,0.0,0.11848101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11684087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22760758,0.20518036,0.0,0.30045798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704102,train,0.0,0.0,0.0,0.0,0.0,0.0,0.70181805,0.0,0.059992827,0.6882365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771916,0.0,0.85424566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035263896,0.0,0.0,0.0,0.130721,0.0,0.0,0.0,0.0,0.0,0.0,0.4157551,0.037291765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006796539,0.0,0.0,0.6771311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704103,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030200452,0.27756643,0.0,0.0,0.0,0.01147823,0.0,0.0,0.0,0.4127041,0.0,0.386295,0.0,0.0,0.0,0.0,0.0,0.0,0.33787012,0.5598735,0.0,0.0,0.0,0.40320998,0.0,0.0,0.0,0.0,0.0,0.0,0.32486516,0.5614631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036817968,0.0,0.0,0.009742893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704104,train,0.0,0.0,0.0,0.0,0.0,0.0,0.45142975,0.0,0.0,0.0,0.0,0.0,0.0,0.1112948,0.0,0.0,0.00027757138,0.0,0.0,0.015330747,0.0,0.0,0.0,0.0,0.0,0.016783014,0.0,0.064834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925575,0.0,0.0,0.6973065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045757018,0.16725907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704105,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14213885,0.0,0.0,0.0,0.0,0.0,0.21791011,0.0,0.0,0.0,0.042968705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208927,0.49851173,0.0,0.0,0.0,0.38611844,0.25706258,0.0,0.0,0.32867062,0.0,0.0,0.0,0.6726573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6834223,0.22954142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485794,0.0,0.0
JF704106,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024168164,0.0,0.0,0.0,0.0,0.0,0.32937846,0.0,0.0,0.038981464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86214983,0.14671129,0.0,0.0,0.0,0.0,0.51425886,0.0,0.0,0.6710995,0.0,0.0,0.03449306,0.31002212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0244733,0.3937059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964907,0.0,0.0
JF704107,train,0.0,0.0,0.0,0.0,0.0,0.0,0.092875555,0.0,0.0,0.22411372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048794188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928265,0.0,0.0,0.0,0.0,0.0,0.0,0.0053101927,0.0065674186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062859356,0.034962237,0.0,0.09030117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704108,train,0.0,0.0,0.0,0.0,0.0,0.0,0.97749746,0.0,0.036611248,0.33599424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005008,0.0,0.65888214,0.0,0.0,0.0,0.0,0.0,0.017264664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6865804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44401824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05178985
JF704109,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17825586,0.0,0.0,0.04327187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7163904,0.31345108,0.0,0.0,0.0,0.07309113,0.029163111,0.0,0.0,0.42292643,0.0,0.0,0.12731938,0.44104978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42799827,0.36526152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17234936,0.0,0.0
JF704110,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059406064,0.0,0.0,0.0,0.0,0.0,0.07849326,0.0,0.0,0.00700475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230092,0.08131586,0.0,0.0,0.0,0.018728841,0.053049855,0.0,0.0,0.30942348,0.0,0.0,0.0,0.2663378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33526373,0.33967984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21165982,0.0,0.0
JF704111,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23660839,0.03512623,0.40078712,0.2230098,0.0,0.0,0.0,0.0,0.0,0.0,0.38761127,0.0,0.48494685,0.0,0.0,0.0,0.0,0.0,0.0,0.5153698,0.25439286,0.0,0.0,0.0,0.34520677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704112,train,0.0,0.0,0.0,0.0,0.0,0.0,1.3751514,0.0,0.0,0.0,0.0,0.0,0.0,0.01016945,0.0,0.0,0.07255075,0.0,0.0,0.5316083,0.0,0.0,0.0,0.0,0.0,0.4462321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17011528,0.0,0.0,1.0657797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54631066,0.31965488,0.0,0.15133183,0.0,0.0,0.0,0.0,0.0,0.20346314,0.0,0.38681215
JF704113,train,0.0,0.0,0.0,0.0,0.0,0.0,0.96843606,0.0,0.037113536,0.15818375,0.0,0.0,0.0,0.0,0.0,0.0,0.0046216473,0.16498101,0.0,0.6964664,0.0,0.0,0.0,0.0,0.0,0.09648004,0.0,0.08893574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82360476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35711193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056846
JF704114,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14409633,0.0,0.5703531,0.12126657,0.0,0.0,0.0,0.0,0.0,0.0,0.21940777,0.0,0.21171495,0.0,0.0,0.0,0.0,0.0,0.0,0.026855417,0.0,0.0,0.0,0.0,0.32938206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13995363,0.10773196,0.0,0.35695156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704115,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882449,0.036150776,0.29959825,0.0,0.0,0.08537878,0.0,0.0,0.0,0.3545911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74855447,0.97806716,0.0,0.0,0.0,0.13458283,0.07220256,0.0,0.0,0.0,0.88689995,0.0,0.0,0.19848081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10048951,0.0,0.0,0.0,0.0,0.0,0.0,0.010246741,0.0,0.0,0.0,0.0,0.0
JF704116,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048297536,0.0,0.0,0.0,0.0,0.14803389,0.0,0.0,0.021132138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48142076,0.4060611,0.0,0.0,0.0,0.0,0.07966454,0.0,0.0,0.29038617,0.14926305,0.0,0.06624261,0.20390137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF704117,train,0.0,0.0,0.0,0.0,0.0,0.0,0.6264685,0.0,0.1853208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03291838,0.03478425,0.0,0.57354385,0.0,0.0,0.0,0.0,0.0,0.38044262,0.0,0.022265088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005521346,0.2878016,0.0,0.16878375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41724038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33189347
JF792674,train,0.0,0.0,0.0,0.0,0.0,0.0,0.5131627,0.0,0.0,0.4535823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038388558,0.0,0.18991596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040949553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548965,0.41330588,0.0,0.38321817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03566508
JF937090,train,0.012746841,0.0,0.0,0.0,0.0,0.0,0.0,0.42893195,0.0,0.0,0.48900187,0.0,0.0,0.09808493,0.0,0.0,0.026842698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35318196,0.9077344,0.0,0.079625756,0.0,0.0,0.0,0.6196643,0.0,0.0,0.757319,0.0,0.029271841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695783,0.23540688,0.28492102,0.0,0.0,0.0,0.0,0.009790763,0.0,0.0,1.167547,0.0,0.17276314
JF937091,train,0.0,0.0,0.0,0.0,0.0,0.0,0.49786323,0.0,0.0,0.587972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25255808,0.0,0.72372156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06150183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070637524,0.24296907,0.0,0.7210371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF937092,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09958634,0.0,0.0,0.056600578,0.0,0.0,0.0070719346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21478988,0.0,0.0,0.0,0.0,0.0,0.299926,0.0,0.0,0.13434815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42790782,0.26970947,0.17787895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33801195,0.0,0.0
JF937093,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079792395,0.44940102,0.0,0.32891646,0.0,0.0,0.077546984,0.0,0.0,0.0,0.11720721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74192184,0.57416445,0.0,0.0,0.0,0.12012273,0.27722132,0.0,0.0,0.050900355,0.57623863,0.0,0.0,0.1415143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35258582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF937094,train,0.0,0.0,0.0,0.0,0.0,0.0,0.016737178,0.079027474,0.0,0.25252268,0.064096905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13260971,0.1113065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043273985,0.26759386,0.36896956,0.0,0.043632835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF937095,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18641977,0.0,0.0,0.013672902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6830699,0.2959511,0.0,0.0,0.0,0.14795965,0.11380834,0.0,0.0,0.34998372,0.0,0.0,0.14195442,0.4467983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48982045,0.3606176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14015153,0.0,0.0
JF937096,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24264719,0.0,0.0,0.2941874,0.0,0.0,0.008008741,0.0,0.0,0.06439514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34275687,0.6397202,0.0,0.0,0.0,0.0,0.0,0.07095581,0.0,0.0,0.54799175,0.03400761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32049042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378045,0.0,0.033116728
JF937097,train,0.0,0.0,0.0,0.0,0.0,0.0,0.6951206,0.0,0.10381344,0.66532785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39559364,0.0,0.8824558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09695248,0.0,0.0,0.0,0.113713145,0.0,0.0,0.0,0.0,0.0,0.0,0.4392972,0.040496856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6748977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF937098,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762545,0.13625482,0.0,0.61374605,0.0,0.0,0.0068112314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112704664,0.55798125,0.0,0.0,0.0,0.0,0.0,0.59229344,0.0,0.0,0.22415972,0.41519046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6301538,0.0,0.0,0.0,0.0,0.0,0.0,0.009976201,0.0,0.0,0.4053533,0.0,0.25131974
JF937099,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10720307,0.0,0.0,0.0038932264,0.0,0.0,0.14084893,0.0,0.0,0.0008054115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010740489,0.61465955,0.0,0.0,0.0,0.0,0.0,0.32916045,0.0,0.0,0.4347642,0.0,0.0,0.0,0.15304892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64674973,0.25833082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4972852,0.0,0.0
JF937100,train,0.0,0.0,0.0,0.0,0.0,0.0,0.21757205,0.0,0.1759545,0.58266366,0.06391439,0.0,0.0,0.0,0.0,0.0,0.0,0.11606684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21025622,0.103511326,0.0,0.0,0.0,0.13107502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056110594,0.0,0.17130247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JF937101,train,0.0,0.0,0.0,0.0,0.0,0.0,0.31037146,0.0885914,0.0,0.0,0.21082494,0.0,0.0,0.0,0.009050518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46236944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19928586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09318632,0.6350843,0.0,0.15101334,0.0,0.0,0.0,0.0,0.0,0.49602813,0.0,0.47690308
JF937102,train,0.0,0.0,0.0,0.0,0.0,0.0,0.9125512,0.0,0.19843692,0.09229125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363165,0.0,0.4969728,0.0,0.0,0.0,0.0,0.0,0.27872545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24555793,0.0,0.2920384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06796753,0.0,0.46178868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3864765
JF937103,train,0.0,0.0,0.0,0.0,0.0,0.0,0.5210348,0.0,0.0,0.37608883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04649303,0.0,0.3408886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017505735,0.0,0.0,0.0,0.0,0.0,0.0,0.08994642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37445712,0.4153072,0.0,0.41008773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
